Title,Ingredients,Loves,food_id,tipe,not include
Ayam Pedas Kemangi,"ayam,   daun kemangi,   serai ,   daun salam,   daun jeruk,    laos , jeruk nipis, gula, garam, merica bubuk, kaldu ayam,  halus ,   bawang putih,   bawang merah,  cabe merah besar,  cabe rawit atau sesuai selera,   kemiri, sejumput kecil ketumbar,    jahe,    kunyit,",8,91,"jeruk, bawang merah, bawang putih, jahe",15
Sup Ayam Segarrrrr,"dada ayam cuci bersih n  kotak ,  air,  garam halus,  gula pasir,  merica ,  daun bawang,  cuci bersih n  sesuai selera, seledri ,  cuci bersih n  sesuai selera,   serai, cuci bersih n geprek,   daun salam,  cuci bersih,   daun jeruk, cuci bersih,   jahe,  kupas, cuci bersih n geprek,  yg digoreng hingga layu,   bawang merah kupas n cuci bersih,   bawang putih kupas n cuci bersih, sayuran,  grm wortel kupas,  cuci bersih n  sesuai selera,  grm kembang kol, petik dr kuntumnya n cuci bersih,  grm kentang kupas n cuci bersih n  sesuai selera,  grm buncis,  bersihkan bagian pinggirnya n cuci bersih,",12,92,"kembang kol, jeruk, kentang, dada ayam, daun bawang, kol, bawang merah, wortel, bawang putih, jahe",20
Steak ayam panir keju,"dada ayam filet  menjadi bagian,  tepung terigu,   telur kocok lepas,   cabe bubuk,  tepung panir,   keju parut ,  marinate,  susu cair,  garam,  merica,   bawang putih,  haluskan,",6,93,"telur, dada ayam, bawang putih",9
Grilled chicken breast,"dada ayam fillet,  bawang bombay  memanjang,  paprika merah  memanjang,   bwg putih cincang,  keju melted,   garam, ,  lada, minyak sayur  olive, hiasan,   selada,   tomat kecil,",6,94,"paprika, dada ayam, selada, tomat, bawang bombay",7
Sambal ayam penyet,"ayam goreng , daun singkong ,  cabe orens,  bawang putih, minyak panas, royco , garam, gula pasir ,",2,95,"singkong, bawang putih",6
Ayam Geprek,"ayam    menjadi ,  ayam ungkep ,   bawang putih,   ketumbar, kunyit sedikit ,   asam jawa,  garam, jika suka penyedap,   daun jeruk purut, segelas air, sambal geprek,   cabe rawit,   cabe keriting,   bawang putih,   bawang merah,  garam, sedikit minyak,",0,96,"jeruk, bawang merah, bawang putih",13
Chicken Pop Bumbu Sambel Bawang Tumis,"dada ayam, jeruk nipis,    tepung serbaguna,  sambel ,   bawang merah,   bawang putih,  biji cabe rawit ,  biji cabe keriting,   tomat, lainlain , minyak goreng, garam, mecin, gula, terasi,",6,97,"jeruk, dada ayam, tomat, bawang merah, bawang putih",10
Ayam Ukep Bumbu Bebek,"ayam segar bersih,   bawang merah ,   bawang putih ,   ketumbar ,   kunir ,  cm jahe hanya supaya ayam tdk amis ,   sereh ,   daun jeruk, lengkuas diparut, jmlh sesuai selera, garam,",6,98,"lengkuas, jeruk, bawang merah, bawang putih, jahe",6
Soto ayam special,"ayam kampung,   jeroan ayam,   kentang,  telur ayam,   bwg merah buat taburan,   bwg putih buat taburan,   toge kecil, seledri, jeruk nipis,  ,   bwg merah,   bwg putih, lengkuas, kunyit, kemiri, jahe, serai, daun jeruk,",3,99,"lengkuas, telur, jeruk, kentang, jahe",12
Ayam Goreng Tepung,"paha ayam,   bawang putih,  dihaluskan,  garam,  lada, kaldu bubuk ,  btr telur,  pelapis ,   tepung terigu,   tepung maizena, garam  ,",3,100,"paha ayam, telur, bawang putih",8
Soto ayam,"ayam,  ,  bawang merah,  bawang putih, kunyit seruas , seruas lengkuas, seruas jahe, gula, garam, kaldu ayam, lada, sedikit ketumbar,  sereh geprek,  daun salam, isian , kol  tipis,  daun sop, tauge, bawang goreng,",5,101,"lengkuas, kol, bawang merah, bawang putih, jahe, tauge",13
Ayam Dan Tempe Goreng Serundeng,"dada ayam,  kelapa parut,  tempe ,   bawang putih ,    kunyit ,  garam,  penyedap royco,   daun salam,   sereh,  air masak,",1,102,"tempe, dada ayam, bawang putih, kelapa",6
Nugget ayam simpel,"ayam giling,   bawang merah,  bawang putih,   tepung kanji,   tepung oatmeal,  telur ayam, brokoli, wortel, garam, kaldu jamur,  celup,  telur, tepung roti,",6,103,"telur, kol, bawang merah, wortel, bawang putih, brokoli",7
Ayam Goreng ala Kentucky,"ayam negeri ,   tepung terigu ,   tepung maizena,   bawang putih halus ,   baking powder, garam, lada putih bubuk, lada hitam dihaluskan, ketumbar bubuk, kaldu bubuk, cabe bubuk,   telur ayam,  sachet dancow putih,   cuka dapurjeruk nipislemon,   air hangat,",6,104,"telur, jeruk, bawang putih, lemon",12
Opor ayam kuah Susu... 🐥🐓🍶,"ayam,   bwg merah,   bawang putih,   cabe merah,   cabe rawit merah utuh,   kemiri,   kunyit,   jahe,   daun salam, ketumbar bubuk,   jintan,  lada bubuk, garam,  gula pasir, kaldu bubuk rasa ayam ,   susu cair ,  air mateng,",7,105,"bawang putih, jahe",15
Ayam Krispy Sambal Matah," ayam krispy,   paha atas ayam,  sachet tepung  merek apa saja ukuran sedang,   telur ayam,   jeruk nipis,  garam,  merica,  penyedap,  sambal matah ,   bawang merah,   cabe rawit ,   terasi,   minyak goreng,   jeruk nipis,  garam,  gula,  penyedap,",5,106,"telur, jeruk, bawang merah",13
Ayam Suwir Sambal Matah,"ayam,  bawang merah,   cabai merah,  cabai rawit,   terasi abc dibakar lalu haluskan,   daun jeruk,   serai,   jeruk limau,  garam,  gula,  penyedap rasa ,  minyak untuk menumis,",6,107,"cabai, jeruk, bawang merah",7
Ayam brokoli saus teriyaki,"dada ayam,  ons brokoli,  bawang bombay,   bwg putih,   bwg merah,  cabe besar merah,  cabe rawit ijo,  , saos teriyaki  kecil saori,  sendok saos tiram,   royco,   gula,   garam,",2,108,"dada ayam, bawang bombay, kol, brokoli",10
Ayam KFC ala NR,"tepung roti,   tepung  sajiku,   telur,   ayam,   air es,   garam,   lada,  ltr myk grg,",6,109,telur,7
Karii Ayam Simple 🐔,"dada ayam  dadu,   wortel  dadu,   kentang  dadu,   kol ,  halus ,   bawang merah besar,   bawang putih,   kemiri,   jahe,   ketumbar, sesuai selera cabe rawit,   cabe merah,   kunyit,   santan cair, kaldu bubuk,  garam,  gula dan lada sckpnya,",6,110,"kentang, dada ayam, kol, bawang merah, wortel, bawang putih, jahe",10
Ayam Kampung Tanpa Santan(krebek kuning),"ayam kampung,  halus,   bawang merah,   bawang putih,   kemiri,   cabe merah besar,  cm jahe dan kunyit,  pelengkap,   sereh,   daun salam, cabe rawit , lengkuas , garam dan gula,  asam jawa,  air kaldu,",6,111,"lengkuas, bawang merah, bawang putih, jahe",11
Risol sayuran + daging ayam,"kulit,   terigu,   sagu,  telur kocok dulu,  air, isian,  kecil  ayam,  kecil wortel, kentang  kecil,  goreng dl,  daun bawang,   bamer,   baput, royco, lada, garam, gula, tambahan , telur, tepung panir,",6,112,"telur, kentang, daun bawang, wortel",15
Soto ayam kediri,"ayam ,   ceker atau tulang,   daun bawang,   serai,   daun salam,   daun jeruk,   lengkuas,   santan jika suka pakai santan atau kurang kental kuahnya,  penyedap,  garam, pelengkap ,   daun sledri , kol   halus,  taugekecambah kacang hijau,   kentang  tipistipis ,   tahu ,   tomat  sesuai selera, bawang goreng untuk taburan, sesuai selera kecap manis,  halus ,   bawang merah,   bawang putih,   kunyit,    jahe,   kencur,   merica,   ketumbar,   kemiri,",4,113,"lengkuas, jeruk, kentang, tomat, daun bawang, kol, bawang merah, bawang putih, tahu, jahe, tauge",17
Ayam Rica Crispy,"fillet ayam,   tepung maizena,   tepung terigu,   telur,   bawang putih cincang,   bawang bombai ,   cabai rawit dan merah ,   tomat,   daun bawang,   saus cabai,   saus tomat,   saus tiram,   minyak wijen,   air, air jeruk nipis untuk marinasi ayam,  garam,  gula,  merica,",4,114,"telur, cabai, jeruk, tomat, daun bawang, bawang putih",10
Ayam Mentega,"sayap ayam,   bawang merah,   bawang putih, cabai merah besar, laos, merica, gula, garam,   saos tiram,   mentega, daun bawang, kecap manis,",5,115,"cabai, sayap ayam, daun bawang, bawang merah, bawang putih",7
Ayam Ungkep Bumbu Kuning,"ayam,  halus,   bawang merah,   bawang putih,  cm jahe,   kunyit,  cm kencur,  cm laos,  jumput ketumbar,   lada,  pelengkap,   daun jeruk,   daun salam,   serai,  garam,   air,",5,116,"jeruk, bawang merah, bawang putih, jahe",12
Ayam kecap pedas,"ayam,   bawang putih,   cabe gendot,   cabe rawit domba ,   saos cabe botol ,   kecap manis,  garam,  gula,  merica,",0,117,bawang putih,8
Ayam Geprek,"ayam,   tepung  ayam,   garam,  biji bawang merah,  biji bawang putih,  air, lombok prawit biji ,",0,118,"bawang merah, bawang putih",5
Chicken wings cola,"sayap ayam,  cuci bersih,   jadi ,   coca cola,  sendok makan pasta tomat ato saos tomat,   bawang putih,  cincang halus,   jahe,  geprek,  garam,  gula pasir dan merica, untuk yg suka pedas,  boleh ditambah cabai bubuk ato saos sambel,",6,119,"cabai, sayap ayam, tomat, bawang putih, jahe",8
Ayam suir kecap,"ayam,  sendok makan kecap manis,  empela ayam,  cabe rawit,  cabe merah besar,   bawang merah,   bawang putih,  bawang bombay ,  kemiri,  lada bubuk, penyedap rasa ayam,   sereh,   daun salam,   tomat ,  garam, minyak utk menumis,",6,120,"tomat, bawang bombay, bawang merah, bawang putih",12
Suwir Ayam Balado 😋,"ayam, bawang putih, bawang merah  atau sesuai selera,  ons cabai merah,   daun jeruk,  garam,  gula,  penyedap rasa ,",8,121,"cabai, jeruk, bawang merah, bawang putih",4
Mie Ayam Abang2," ayam kecap ,   dada ayam,   dadu,   lengkuas,  geprek,   jahe,  geprek,   daun salam,   daun jeruk, ,   kecap manis,   gula pasir  sesuai selera,  garam,  halus ayam kecap ,  bawang merah,   bawang putih,   merica,   kunyit  kunyit bubuk atau giling,   ketumbar sangrai,  kemiri,   serai,  ambil bagian putihnya,  minyak ayam ,   minyak goreng,   bawang putih,  kulit ayam,  kuah ,  air,  tulang ayam,  garam,  daun bawang,  sambal ,  cabe rawit merah,  cabe merah keriting,   bawang putih,   garam, pelengkap ,  porsi mie,  rebus,  sawi,    rebus,  daun bawang,  ,  saos sambal belibis,",5,122,"lengkuas, jeruk, dada ayam, daun bawang, bawang merah, bawang putih, jahe",34
Bubur Ayam Bumbu Kuning," bubur,   beras,   air,  santan kara yang ukuran paling kecil,   daun salam,   sereh ,  garam,   kuning,   bawang merah,   bawang putih,   jahe,   kemiri,   sereh ,   kunyit bubuk,  garam,  merica,  kaldu bubuk,  air, sedikit minyak untuk menumis,  pelengkap, ayam suwir, bawang goreng, seledri, kerupuk bawang,",0,123,"bawang merah, bawang putih, jahe",21
Pentol Ayam Bumbu Kecap,"ayam,   bawang merah,   bawang putih, garam, gula, masako,   telur ayam, tepung kanji, daun sop, lombok merah, lombok hijau, pala, ketumbar, blue band , kecap manis, tomat, air,",1,124,"telur, tomat, bawang merah, bawang putih",13
Germasem Ayam Kampung,"ayam kampung cuci bersih,   bawang merah,   bawang putih kating,  biji kemiri,   cabe,   cabe rawitcengek,   merica bubuk,  cm jahe,  cm lengkuaslaos,   daun salam,   daun jeruk ,   serai digeprek,   tomat,   gula pasir,   garam, penyedap  jika suka,",2,125,"lengkuas, jeruk, tomat, bawang merah, bawang putih, jahe",10
Sup ayam brokoli,"bonggol brokoli,  sayap ayam,   wortel,  ,   kentang,   dadu,   seledri,  ,   daun bawang,  ,   bawang merah,   bawang putih,  garam dan ada bubuk,",20,126,"kentang, sayap ayam, daun bawang, kol, bawang merah, wortel, bawang putih, brokoli",6
Ayam Bumbu Kuning,"ayam, bersihkan,   serai, memarkan,   lengkuas besar, memarkan,   daun salam,   daun jeruk,  air,  halus,   bawang putih,   bawang merah,   jahe, bakar sebentar,   kunyit, bakar sebentar,  biji kemiri, bakar sebentar,   ketumbar,  garam,  gula,  merica, minyak untuk menumis,",2,127,"lengkuas, jeruk, bawang merah, bawang putih, jahe",18
Sambal Ayam gecok sederhana🍗,"ayam goreng ,  sambal,  cabe rawit ,   bawang putih kecil,   bawang merah kecil,   jeruk limo kecil, tomat sesuai selera , royco, gula, penyedap rasa ,",9,128,"jeruk, tomat, bawang merah, bawang putih",6
Kuah Soto ayam simple,"halus ,  bawang putih,   ketumbar,   ladalada bubuk sedikit jg bs,  kemiri,    kunyit,   ayam bagian dada,  ,   salam,   daun jeruk ditambah jg bs kalo anakku kurang suka bau na,   sereh geprek,    jahe geprek,   daun bawang dan sedikit seledri , bawang goreng,  garam dan kaldu bubuk,  gayung air utk merebus, minyak utk menumis ,",6,129,"jeruk, daun bawang, bawang putih, jahe",13
Ayam serundeng,"ayam  sesuai selera,   kelapa parut,   daun salam,  halus,    kunyit,    lengkuas,   bawang merah,   bawang putih,   kemiri,   ketumbar,  garam,  air dan minyak goreng,",3,130,"lengkuas, bawang merah, bawang putih, kelapa",8
Kare ayam 🐔,"ayam,   santan kental,   air,   daun jeruk,   serai,  memarkan,   royco ayam,   gula,  halus ,  bawang merah,  bawang putih,   kemiri,   ketumbar,  cm kunyit,   jahe,   merica bubuk,   garam,",6,131,"jeruk, bawang merah, bawang putih, jahe",13
Ayam Jamur Lada Hitam,"ayam fillet, jamur kancing  , brokoli  ,   bawang bombay ,   lada hitam butiran ,   kecap manis,   saus tiram,   saus sambal,   kecap asin,  garam,  gula,  cm jahe ,   tepung maizena ,   bawang putih ,  air,",7,132,"bawang bombay, kol, bawang putih, brokoli, jahe",11
Ayam Geprek Bensu,"ayam, tepung sasa kentucky, telur,  halus, bawang putih, merica, garam, sedikit penyedap rasa saya pakai mgc, minyak goreng,  sambel, cabai krting merah no rawit agar anak bisa ikutan makan jg, bawang putih, sedikit tomat, garam,  gula,",6,133,"telur, cabai, tomat, bawang putih",10
Ayam goreng serundeng,"ayam  sesuai selera,   kelapa parut,  bsk royko  ayam goreng,   kunyit,   laja,   daun salam,   sereh,   bawang putih,   bawang merah,   lemon,   garam,",1,134,"bawang merah, bawang putih, kelapa, lemon",7
Ayam KFC KW By Queen,"ayam  ,   bawang putih,   garam,  sachet royco,   merica,   tepung tapioka,   tepung terigu, telur  kocok,",2,135,"telur, bawang putih",6
Soto Ayam,"ayam ,   kol yg ukuran kecil aja jangan banyak,   tomat,   bihun ,   bawang daun,   laoslengkuas ,  tangkai sereh di geprek,   daun salam,   daun jeruk ,   jeruk nipis,   masako ayam,   garam,   micin,  halus ,  bawang merah,  bawang putih,  kunyit ,   merica ,   kemiri ,",9,136,"lengkuas, jeruk, tomat, kol, bawang merah, bawang putih",12
Ayam Lodoh ala Uti,"ayam kampung,   bamer ,   baput,  ons lombok, jahe,  laos,  kencur,  kunyit, sereh,  daun salam,  daun jeruk, cabe rawit putih, ketumbar,  jintan,  lada putih, gula,  garam, santan dari  kelapa,",3,137,"jeruk, jahe, kelapa",15
Chiken krispi simple,"ayam, tepung terigu, telor ayam, bawang putih, garam, lada, ketumbar, minyak goreng,",6,138,bawang putih,7
Tongseng Ayam praktis,"ayam,  kol sedang,  cabai rawit,  tangkai daun bawang,  ,  bawang putih,  bawang merah,  daun jeruk,   kecil laos ,   sedang kunyit ,   kecil jahe ,  tangkai serai ,   santan sasa instan,  ,",6,139,"cabai, jeruk, daun bawang, kol, bawang merah, bawang putih, jahe",7
Chicken garlic super gampang,"ayam  kecil,  bungkul bawang putih,   bawang putih bubuk,  garam,  lada bubuk,  ketumbar bubuk,   minyak wijen,   saus tiram ,",1,140,bawang putih,6
Mie ayam rica rica,"ayam dipotong  kecil,   bawang putih,   bawang merah,  cabai rawit,   kemiri,   daun jeruk,  minyak,   kecap,  mie,   mie ayam,   kecap asin,",2,141,"cabai, jeruk, bawang merah, bawang putih",7
Bakso ayam,"ayam,   tepung sagu,  air,  baput, lada, garam, ro,  pelengkap, mie, daun bawang, seledri,  kuah,  baput,  bamer,  lada garam ro, air kira z, tetelan tulang ayam,",5,142,daun bawang,16
Mie Ayam Solo,"mie telur ,   dada ayam, minyak, garam, merica,  ayam yg dihaluskan,   bawang merah,   bawang putih,   ketumbar halus,  btr kemiri ,   kunyit ,   minyak wijen,  ayam pelengkap,    jahe,    lengkuas, serai, gula merah, kecap manis,   daun salam,   daun jeruk,  pendamping, bakso, kerupuk pangsit, sawi, daun bawang, bawang goreng, sambal,",5,143,"lengkuas, telur, jeruk, dada ayam, daun bawang, bawang merah, bawang putih, jahe",19
Tahu ayam udang,"tahu cina putih,   udang dikupas,   dada ayam tanpa tulang, sedikit daun bawang,   tepung sagutapioka, garam, lada, penyedap,   bawang merah,   bawang putih,",5,144,"dada ayam, daun bawang, bawang merah, bawang putih, tahu",5
Ayam cabai hijau,"ayam,  ungkep ,   bawang putih, jahe, laos,    kunyit, ketumbar, garam, gula, penyedap rasa , sereh digeprek,   daun jeruk,   daun salam, sambal hijau,   cabai hijau,   cabaim rawit hijau,   bawang merah,   bawang putih,   daun jeruk, garam, gula, penyedap rasa ,",2,145,"cabai, jeruk, bawang merah, bawang putih, jahe",14
Ayam ukep,",   ayam ,  ukep,   daun jeruk,   daun salam,   serai ,   ketumbar bubuk ,   kunyit bubuk, lengkuas , jahe ,  gula dan garam, air biasaair kelapa ,",1,146,"lengkuas, jeruk, jahe, kelapa",8
SAYAP AYAM ISI DAGING.... By. Dapoer Linggar,"sayap ayam, panci pengukus,  rendamam , kaldu bubuk ayam,   ladah bubuk,  isi ,    ayam giling,   udang,  sendok minyak wijen,   kecap ikan,   kecap asin, gula pasir, blok kaldu,   saos tiram,   bawang putih,   tapioka,",1,147,"sayap ayam, bawang putih",14
Tongseng ayam,"ayam  kecil,   tomat ,  bonggol sawi putih ,  lmb daun jeruk,   daun salam,   bawang bombay,   daun pre,  kecap,  gula garam,  halus,   bawang merah,   bawang putih, seujung  jahe,   ketumbar,   kemiri,",2,148,"jeruk, sawi putih, tomat, bawang bombay, bawang merah, bawang putih, jahe",8
Pangsit rebus isi ayam simple,"ayam giling atau ayam filet juga bisa, kulit pangsit yang sudah jadi,   bawang putih,   daun bawang,   merica bubuk, penyedap rasa ayam,  garam,  kuah ,  air,  garam, penyedap rasa sapi,   daun bawang,   bawang putih, merica bubuk,",7,149,"sapi, daun bawang, bawang putih",9
Ayam Bakar Madu Sederhana dengan Happy Call ala Febs,"pcs paha ayam utuh ,   jeruk nipis  lemon, ketimun   lalapan,  halus,   bawang putih,   bawang merah,   kemiri,   ketumbar,   jahe,   laos,  cm kunyit,  tumis,  minyak goreng,  serah ,   daun salam,   kecap manis,   madu,   garam,  oles,   margarin,   madu,   kecap manis,",9,150,"paha ayam, jeruk, bawang merah, bawang putih, jahe, lemon",17
Ayam Saos Mentega Ala Mama Kina,"ayam yg sdh diungkep,   tomat uk sedang ,   daun bawang ,   bamer ,   baput ,   bawang bombay uk sedang ,   cabe merah ,   cabe ijo , mentega  , garam,   gula,   ladaku,   penyedap rasa ,   kecap manis,   saos tiram,",3,151,"tomat, bawang bombay, daun bawang",12
Ayam bakar bacem manis,"ayam , tempe,  ungkep ayam,  garam, air untuk merendam karena habis masuk freezer,  tumis,  bawang merah,  bawang putih,  kemiri,   tumbar,  daun salam,  gula pasir, sesuai selera gula jawa, sesuai selera kecap,",3,152,"tempe, bawang merah, bawang putih",11
Ayam ukep bakar,",   ayam yang sudah di ukep ,  oles,   kecap manis ,   bawang putih ,   minyak goreng,",1,153,bawang putih,5
Ayam Asam Manis,"ayam bagian dada,   lagi lebih kecil,   bawang putih halus,  garam dan merica bubuk, saus asam manis,   bawang bombay,   memanjang,   bawang putih,  cincang halus,   wortel,   korek api,   saus tomat,   saus tiram,   kecap manis,   maizena,  larutkan dengan  air,  gula pasir,  garam dan merica bubuk,  air,  minyak goreng untuk menumis,",0,154,"tomat, bawang bombay, wortel, bawang putih",15
